OBJECTID,UNIT_ID,USE_TYPE,NAME,people,NAME_LONG,LEVEL_ID,SCHEDULE_EMAIL,CAPACITY,AREA_ID,ASSIGNMENT_TYPE,AREA_GROSS,HEIGHT_RELATIVE,RESERVATION_METHOD,CREATED_USER,CREATED_DATE,LAST_EDITED_USER,LAST_EDITED_DATE,VALIDATIONSTATUS,Extrude1,fire_intensity,temperature,start_time,start_time_txt,end_time,end_time_txt,active_rooms,max_people,sqm_pp,nr_people_height,geom
11,ETH.LEE.G.G_200.0001,Treppe,LEE G 200.0001,0,LEE G 200.0001,ETH.LEE.G,,,,none,38.7974333425,4.0,,JIN11846,1701125419000,JIN11846,1701125419000,2,3.8,,,1699701060000,11/11/2023 11:11:00 AM,1699701090000,11/11/2023 11:11:30 AM,1,3,10,0.0,"{""hasZ"":true,""rings"":[[[951360.2641,6003999.3478,451],[951361.355,6003996.8568,451],[951361.179099999,6003996.7797,451],[951359.825100001,6003996.187,451],[951359.7031,6003996.1335,451],[951359.673599999,6003996.2012,451],[951356.478399999,6003994.8022,451],[951353.3246,6004002.0049,451],[951358.171500001,6004004.1271,451],[951360.2641,6003999.3478,451]],[[951356.2447,6004000.8632,451],[951357.619899999,6003997.7222,451],[951358.405200001,6003998.066,451],[951358.2333,6003998.459,451],[951357.029899999,6004001.207,451],[951356.2447,6004000.8632,451]]],""spatialReference"":{""wkid"":102100,""latestWkid"":3857}}"
12,ETH.LEE.H.H_200.0001,Treppe,LEE H 200.0001,0,LEE H 200.0001,ETH.LEE.H,,,,none,38.7979969321667,4.0,,JIN11846,1701125419000,JIN11846,1701125419000,2,3.8,,,1699701060000,11/11/2023 11:11:00 AM,1699701090000,11/11/2023 11:11:30 AM,1,3,10,0.0,"{""hasZ"":true,""rings"":[[[951361.355,6003996.8568,455],[951361.179099999,6003996.7797,455],[951359.825100001,6003996.187,455],[951359.7031,6003996.1335,455],[951359.673599999,6003996.2012,455],[951359.294399999,6003996.0352,455],[951356.478300001,6003994.8021,455],[951353.3246,6004002.0049,455],[951358.171500001,6004004.1271,455],[951361.355,6003996.8568,455]],[[951358.405200001,6003998.066,455],[951357.029899999,6004001.207,455],[951356.2447,6004000.8632,455],[951357.619899999,6003997.7222,455],[951358.405200001,6003998.066,455]]],""spatialReference"":{""wkid"":102100,""latestWkid"":3857}}"
13,ETH.LEE.J.J_200.0001,Treppe,LEE J 200.0001,0,LEE J 200.0001,ETH.LEE.J,,,,none,38.7977507692222,4.0,,JIN11846,1701125419000,JIN11846,1701125419000,2,3.8,,,1699701060000,11/11/2023 11:11:00 AM,1699701090000,11/11/2023 11:11:30 AM,1,3,10,0.0,"{""hasZ"":true,""rings"":[[[951360.2641,6003999.3478,459],[951361.355,6003996.8568,459],[951361.179099999,6003996.7797,459],[951359.825100001,6003996.187,459],[951359.7031,6003996.1335,459],[951359.673599999,6003996.2012,459],[951356.478300001,6003994.8021,459],[951353.3246,6004002.0049,459],[951358.171500001,6004004.1271,459],[951360.2641,6003999.3478,459]],[[951356.2447,6004000.8632,459],[951357.619899999,6003997.7222,459],[951358.405200001,6003998.066,459],[951358.2333,6003998.459,459],[951357.029899999,6004001.207,459],[951356.2447,6004000.8632,459]]],""spatialReference"":{""wkid"":102100,""latestWkid"":3857}}"
14,ETH.LEE.J.J_201,Buero,LEE J 201,9,LEE J 201,ETH.LEE.J,,,,none,91.4788492161265,4.0,,JIN11846,1701125419000,JIN11846,1701125419000,2,2.8,,,1699701060000,11/11/2023 11:11:00 AM,1699701090000,11/11/2023 11:11:30 AM,1,9,10,2.8,"{""hasZ"":true,""rings"":[[[951343.7674,6004011.0828,459],[951344.305599999,6004011.3183,459],[951345.011,6004009.7072,459],[951345.544500001,6004008.4887,459],[951348.330600001,6004002.1255,459],[951348.8642,6004000.907,459],[951348.975299999,6004000.6531,459],[951342.101,6003997.6432,459],[951341.8653,6003998.1812,459],[951341.594500002,6003998.0628,459],[951340.480099998,6004000.6081,459],[951340.750799999,6004000.7266,459],[951340.205499999,6004001.9723,459],[951339.934700001,6004001.8537,459],[951338.8202,6004004.399,459],[951339.090999998,6004004.5175,459],[951338.545600001,6004005.7632,459],[951338.274900001,6004005.6446,459],[951337.160399999,6004008.1899,459],[951337.431299999,6004008.3084,459],[951337.312600002,6004008.5792,459],[951339.857999999,6004009.6937,459],[951339.976500001,6004009.4229,459],[951341.222199999,6004009.9682,459],[951341.103500001,6004010.239,459],[951343.648899999,6004011.3534,459],[951343.7674,6004011.0828,459]]],""spatialReference"":{""wkid"":102100,""latestWkid"":3857}}"
15,ETH.LEE.J.J_200.002,Gang,LEE J 200.002,0,LEE J 200.002,ETH.LEE.J,,,,none,332.689532325359,4.0,,JIN11846,1701125419000,JIN11846,1701125419000,2,0.1,,,1699701060000,11/11/2023 11:11:00 AM,1699701090000,11/11/2023 11:11:30 AM,1,33,10,0.0,"{""hasZ"":true,""rings"":[[[951357.658399999,6004017.1648,459],[951357.5737,6004017.1278,459],[951358.279100001,6004015.5166,459],[951358.4483,6004015.5907,459],[951358.981800001,6004014.3723,459],[951358.8127,6004014.2983,459],[951361.598700002,6004007.935,459],[951361.768100001,6004008.009,459],[951362.3015,6004006.7905,459],[951362.132300001,6004006.7165,459],[951362.428800002,6004006.0395,459],[951362.597899999,6004006.1135,459],[951363.131499998,6004004.895,459],[951362.962200001,6004004.821,459],[951366.578299999,6003996.5623,459],[951366.747699998,6003996.6363,459],[951367.281100001,6003995.4178,459],[951367.111900002,6003995.3438,459],[951367.408199999,6003994.6668,459],[951367.577500001,6003994.741,459],[951368.1109,6003993.5225,459],[951367.9417,6003993.4483,459],[951370.7278,6003987.085,459],[951370.8972,6003987.1592,459],[951371.430599999,6003985.9407,459],[951371.261399999,6003985.8665,459],[951371.446600001,6003985.4434,459],[951375.5222,6003976.1355,459],[951375.559300002,6003976.0508,459],[951373.883699998,6003975.3173,459],[951373.5814,6003976.0077,459],[951373.513700001,6003975.9781,459],[951371.296700001,6003981.0416,459],[951363.579500001,6003977.6627,459],[951365.796599999,6003972.5992,459],[951365.728799999,6003972.5695,459],[951366.031199999,6003971.879,459],[951362.4604,6003970.3155,459],[951362.4232,6003970.4002,459],[951358.3477,6003979.7081,459],[951358.162599999,6003980.1312,459],[951357.9934,6003980.0571,459],[951357.459800001,6003981.2756,459],[951357.629000001,6003981.3497,459],[951354.842900001,6003987.713,459],[951354.673599999,6003987.6389,459],[951354.1402,6003988.8572,459],[951354.309300002,6003988.9315,459],[951354.012899999,6003989.6085,459],[951353.843699999,6003989.5343,459],[951353.310199998,6003990.7528,459],[951353.479499999,6003990.827,459],[951351.523200002,6003995.2947,459],[951351.3539,6003995.2207,459],[951350.820500001,6003996.4392,459],[951350.989599999,6003996.5132,459],[951349.033399999,6004000.9812,459],[951348.8642,6004000.907,459],[951348.330600001,6004002.1255,459],[951348.5,6004002.1995,459],[951345.7137,6004008.5628,459],[951345.544500001,6004008.4887,459],[951345.011,6004009.7072,459],[951345.180300001,6004009.7813,459],[951344.474800002,6004011.3925,459],[951345.013,6004011.6281,459],[951344.894400001,6004011.8989,459],[951347.4397,6004013.0133,459],[951347.558400001,6004012.7425,459],[951348.113299999,6004012.9856,459],[951350.360100001,6004007.8545,459],[951358.077300001,6004011.2334,459],[951355.830499999,6004016.3645,459],[951356.385699999,6004016.6076,459],[951356.267000001,6004016.8784,459],[951357.539700001,6004017.4356,459],[951357.658399999,6004017.1648,459]],[[951359.1743,6004007.438,459],[951359.2159,6004007.3434,459],[951359.1076,6004007.2958,459],[951358.2993,6004006.942,459],[951355.9395,6004005.9087,459],[951355.722800002,6004005.8139,459],[951352.554699998,6004004.4267,459],[951352.446400002,6004004.3793,459],[951352.404800002,6004004.4739,459],[951351.863299999,6004004.2369,459],[951356.25,6003994.2181,459],[951356.317699999,6003994.2478,459],[951356.368099999,6003994.1327,459],[951356.5035,6003994.192,459],[951357.706799999,6003991.4436,459],[951357.5715,6003991.3843,459],[951357.621800002,6003991.2693,459],[951357.554200001,6003991.2396,459],[951359.451200001,6003986.9073,459],[951360.043900002,6003985.5534,459],[951360.458999999,6003984.6055,459],[951361.0517,6003983.2518,459],[951361.940900002,6003981.2209,459],[951362.482500002,6003981.4579,459],[951362.440900002,6003981.5527,459],[951362.549199998,6003981.6001,459],[951365.717300002,6003982.9872,459],[951365.933899999,6003983.0821,459],[951369.1021,6003984.4692,459],[951369.2104,6003984.5168,459],[951369.251899999,6003984.422,459],[951369.793400001,6003984.6592,459],[951365.406800002,6003994.6778,459],[951365.339000002,6003994.6482,459],[951365.288600001,6003994.7633,459],[951365.153299998,6003994.704,459],[951363.9498,6003997.4525,459],[951364.085200001,6003997.5118,459],[951364.0348,6003997.6268,459],[951364.102499999,6003997.6564,459],[951361.6424,6004003.275,459],[951361.049600001,6004004.6289,459],[951359.7159,6004007.6752,459],[951359.1743,6004007.438,459]]],""spatialReference"":{""wkid"":102100,""latestWkid"":3857}}"
16,ETH.LEE.K.K_200.0001,Treppe,LEE K 200.0001,0,LEE K 200.0001,ETH.LEE.K,,,,none,38.7979964590685,4.0,,JIN11846,1701125419000,JIN11846,1701125419000,2,3.8,,,1699701060000,11/11/2023 11:11:00 AM,1699701090000,11/11/2023 11:11:30 AM,1,3,10,0.0,"{""hasZ"":true,""rings"":[[[951360.2641,6003999.3481,463],[951361.355,6003996.8568,463],[951361.179099999,6003996.7797,463],[951359.825100001,6003996.187,463],[951359.703299999,6003996.1335,463],[951359.673700001,6003996.2012,463],[951356.478300001,6003994.8021,463],[951353.3246,6004002.0049,463],[951358.171500001,6004004.1271,463],[951360.2641,6003999.3481,463]],[[951356.2447,6004000.8632,463],[951357.619899999,6003997.7222,463],[951358.405200001,6003998.066,463],[951358.2333,6003998.459,463],[951357.029899999,6004001.207,463],[951356.2447,6004000.8632,463]]],""spatialReference"":{""wkid"":102100,""latestWkid"":3857}}"
17,ETH.LEE.L.L_200.0001,Treppe,LEE L 200.0001,0,LEE L 200.0001,ETH.LEE.L,,,,none,38.797801430551,4.0,,JIN11846,1701125419000,JIN11846,1701125419000,2,3.8,,,1699701060000,11/11/2023 11:11:00 AM,1699701090000,11/11/2023 11:11:30 AM,1,3,10,0.0,"{""hasZ"":true,""rings"":[[[951360.2641,6003999.3481,467],[951361.354800001,6003996.8568,467],[951361.179099999,6003996.7797,467],[951359.825100001,6003996.187,467],[951359.703400001,6003996.1335,467],[951359.673700001,6003996.2012,467],[951356.478300001,6003994.8021,467],[951353.3248,6004002.0049,467],[951358.171500001,6004004.1271,467],[951360.2641,6003999.3481,467]],[[951356.244800001,6004000.8632,467],[951357.620099999,6003997.7222,467],[951358.405200001,6003998.066,467],[951358.233399998,6003998.459,467],[951357.030099999,6004001.207,467],[951356.244800001,6004000.8632,467]]],""spatialReference"":{""wkid"":102100,""latestWkid"":3857}}"
18,ETH.LEE.M.M_200.0001,Treppe,LEE M 200.0001,0,LEE M 200.0001,ETH.LEE.M,,,,none,38.7973985079198,4.0,,JIN11846,1701125419000,JIN11846,1701125419000,2,3.8,,,1699701060000,11/11/2023 11:11:00 AM,1699701090000,11/11/2023 11:11:30 AM,1,3,10,0.0,"{""hasZ"":true,""rings"":[[[951360.2641,6003999.3478,471],[951361.354800001,6003996.8568,471],[951361.179099999,6003996.7797,471],[951359.825100001,6003996.187,471],[951359.703299999,6003996.1335,471],[951359.673599999,6003996.2012,471],[951356.478300001,6003994.8021,471],[951353.3248,6004002.0049,471],[951358.171500001,6004004.1271,471],[951360.2641,6003999.3478,471]],[[951356.244800001,6004000.8632,471],[951357.620099999,6003997.7222,471],[951358.405200001,6003998.066,471],[951358.233399998,6003998.4587,471],[951357.030099999,6004001.207,471],[951356.244800001,6004000.8632,471]]],""spatialReference"":{""wkid"":102100,""latestWkid"":3857}}"
19,ETH.LEE.N.N_208,Buero,LEE N 208,6,LEE N 208,ETH.LEE.N,,,,none,62.3684390541309,4.0,,JIN11846,1701125419000,JIN11846,1701125419000,2,2.8,,,1699701060000,11/11/2023 11:11:00 AM,1699701090000,11/11/2023 11:11:30 AM,1,6,10,2.8,"{""hasZ"":true,""rings"":[[[951355.799800001,6003985.0665,475],[951356.3336,6003983.848,475],[951358.9344,6003977.9078,475],[951352.059999999,6003974.8979,475],[951351.824200001,6003975.4361,475],[951351.5535,6003975.3175,475],[951350.439100001,6003977.8628,475],[951350.710000001,6003977.9814,475],[951350.164700001,6003979.2269,475],[951349.893800002,6003979.1083,475],[951348.779300001,6003981.6537,475],[951349.050099999,6003981.7723,475],[951348.814399999,6003982.3105,475],[951355.688900001,6003985.3204,475],[951355.799800001,6003985.0665,475]]],""spatialReference"":{""wkid"":102100,""latestWkid"":3857}}"
20,ETH.LEE.N.N_200.0002,Gang,LEE N 200.0002,0,LEE N 200.0002,ETH.LEE.N,,,,none,36.2203076085157,4.0,,JIN11846,1701125419000,JIN11846,1701125419000,2,0.1,,,1699701060000,11/11/2023 11:11:00 AM,1699701090000,11/11/2023 11:11:30 AM,1,3,10,0.0,"{""hasZ"":true,""rings"":[[[951363.289500002,6003997.5423,475],[951363.377300002,6003997.5808,475],[951363.407000002,6003997.5132,475],[951363.772500001,6003997.6732,475],[951363.831799999,6003997.5378,475],[951363.899500001,6003997.5675,475],[951363.949999999,6003997.4525,475],[951365.153299998,6003994.704,475],[951365.203699999,6003994.5889,475],[951365.136100002,6003994.5594,475],[951365.195300002,6003994.424,475],[951364.829500001,6003994.2638,475],[951364.948100001,6003993.993,475],[951365.314199999,6003994.1533,475],[951365.399999999,6003993.9569,475],[951365.467799999,6003993.9865,475],[951365.787700001,6003993.2555,475],[951365.719900001,6003993.2257,475],[951365.898499999,6003992.8183,475],[951365.817000002,6003992.7826,475],[951366.329300001,6003991.6128,475],[951366.045000002,6003991.4885,475],[951366.0746,6003991.4208,475],[951365.986400001,6003991.3821,475],[951364.768199999,6003990.8486,475],[951364.680100001,6003990.8101,475],[951363.4351,6003993.6532,475],[951362.521499999,6003993.2531,475],[951362.622000001,6003993.0229,475],[951362.540899999,6003992.9874,475],[951362.558600001,6003992.9468,475],[951361.3402,6003992.4132,475],[951361.322500002,6003992.454,475],[951361.2412,6003992.4183,475],[951361.1404,6003992.6484,475],[951360.151900001,6003992.2158,475],[951360.252700001,6003991.9856,475],[951360.171599999,6003991.9501,475],[951360.189300001,6003991.9094,475],[951358.5647,6003991.198,475],[951358.546700001,6003991.2386,475],[951358.465599999,6003991.2031,475],[951358.364799999,6003991.4333,475],[951357.884300001,6003991.2228,475],[951357.824900001,6003991.3582,475],[951357.757100001,6003991.3286,475],[951357.706700001,6003991.4436,475],[951356.503699999,6003994.192,475],[951356.453200001,6003994.3071,475],[951356.5209,6003994.3367,475],[951356.4615,6003994.4721,475],[951359.792100001,6003995.9304,475],[951359.762400001,6003995.9981,475],[951359.884300001,6003996.0516,475],[951359.825100001,6003996.187,475],[951361.179099999,6003996.7797,475],[951361.238499999,6003996.6443,475],[951361.414299998,6003996.7214,475],[951361.443700001,6003996.6537,475],[951362.012400001,6003996.9026,475],[951361.982999999,6003996.9703,475],[951362.070799999,6003997.0088,475],[951362.011500001,6003997.1442,475],[951363.230099998,6003997.6777,475],[951363.289500002,6003997.5423,475]]],""spatialReference"":{""wkid"":102100,""latestWkid"":3857}}"
21,ETH.LEE.N.N_200.0001,Treppe,LEE N 200.0001,0,LEE N 200.0001,ETH.LEE.N,,,,none,38.7982291585446,4.0,,JIN11846,1701125419000,JIN11846,1701125419000,2,3.8,,,1699701060000,11/11/2023 11:11:00 AM,1699701090000,11/11/2023 11:11:30 AM,1,3,10,0.0,"{""hasZ"":true,""rings"":[[[951360.2641,6003999.3481,475],[951361.354800001,6003996.8568,475],[951361.179099999,6003996.7797,475],[951359.825100001,6003996.187,475],[951359.703299999,6003996.1335,475],[951359.673599999,6003996.2012,475],[951356.478300001,6003994.8021,475],[951353.3248,6004002.0049,475],[951358.171500001,6004004.1271,475],[951360.2641,6003999.3481,475]],[[951356.244800001,6004000.8632,475],[951357.620099999,6003997.7222,475],[951358.405200001,6003998.066,475],[951358.232999999,6003998.459,475],[951357.030099999,6004001.207,475],[951356.244800001,6004000.8632,475]]],""spatialReference"":{""wkid"":102100,""latestWkid"":3857}}"
22,ETH.LEE.N.N_200.002,Gang,LEE N 200.002,0,LEE N 200.002,ETH.LEE.N,,,,none,285.16170031858,4.0,,JIN11846,1701125419000,JIN11846,1701125419000,2,0.1,,,1699701060000,11/11/2023 11:11:00 AM,1699701090000,11/11/2023 11:11:30 AM,1,28,10,0.0,"{""hasZ"":true,""rings"":[[[951357.658399999,6004017.1648,475],[951357.5737,6004017.1278,475],[951359.109099999,6004013.6213,475],[951359.278200001,6004013.6953,475],[951359.811799999,6004012.4768,475],[951359.642700002,6004012.4028,475],[951362.428800002,6004006.0395,475],[951362.598000001,6004006.1135,475],[951363.131499998,6004004.895,475],[951362.962200001,6004004.821,475],[951365.748300001,6003998.4577,475],[951365.9177,6003998.5319,475],[951366.451200001,6003997.3134,475],[951366.282099999,6003997.2392,475],[951366.578400001,6003996.5623,475],[951366.747400001,6003996.6363,475],[951367.281100001,6003995.4178,475],[951367.111900002,6003995.3438,475],[951369.897999998,6003988.9803,475],[951370.067200001,6003989.0545,475],[951370.6008,6003987.8361,475],[951370.431400001,6003987.762,475],[951373.032400001,6003981.8219,475],[951372.7786,6003981.7106,475],[951372.852600001,6003981.5414,475],[951371.634100001,6003981.008,475],[951371.559900001,6003981.1772,475],[951363.555199999,6003977.6722,475],[951363.740400001,6003977.2491,475],[951363.909699999,6003977.3233,475],[951364.443100002,6003976.1048,475],[951364.273899999,6003976.0306,475],[951365.8094,6003972.524,475],[951365.271200001,6003972.2884,475],[951365.389600001,6003972.0176,475],[951362.8444,6003970.9031,475],[951362.725900002,6003971.1739,475],[951362.1877,6003970.9384,475],[951359.8224,6003976.3403,475],[951359.653000001,6003976.2662,475],[951359.1197,6003977.4847,475],[951359.288800001,6003977.5588,475],[951356.502700001,6003983.9221,475],[951356.3336,6003983.848,475],[951355.799800001,6003985.0665,475],[951355.969099998,6003985.1406,475],[951354.012800001,6003989.6085,475],[951353.843800001,6003989.5343,475],[951353.310400002,6003990.7528,475],[951353.479499999,6003990.827,475],[951353.1831,6003991.5038,475],[951353.013700001,6003991.4298,475],[951352.480300002,6003992.6483,475],[951352.649500001,6003992.7223,475],[951350.693399999,6003997.1903,475],[951350.524,6003997.1161,475],[951349.990699999,6003998.3346,475],[951350.159600001,6003998.4088,475],[951347.373500001,6004004.7719,475],[951347.204300001,6004004.6979,475],[951346.6708,6004005.9163,475],[951346.8402,6004005.9904,475],[951344.475000001,6004011.3925,475],[951345.012800001,6004011.6281,475],[951344.894400001,6004011.8989,475],[951347.439800002,6004013.0133,475],[951347.558400001,6004012.7425,475],[951348.113400001,6004012.9856,475],[951350.372000001,6004007.8272,475],[951350.787,6004006.8796,475],[951351.9311,6004004.2667,475],[951351.863400001,6004004.2369,475],[951356.2502,6003994.2181,475],[951356.317699999,6003994.2478,475],[951356.368099999,6003994.1327,475],[951356.503699999,6003994.192,475],[951357.706700001,6003991.4436,475],[951357.571699999,6003991.3843,475],[951357.622000001,6003991.2693,475],[951357.554200001,6003991.2396,475],[951359.451200001,6003986.9073,475],[951360.044100001,6003985.5534,475],[951360.458999999,6003984.6055,475],[951361.051800001,6003983.2518,475],[951361.940900002,6003981.2209,475],[951362.482500002,6003981.4579,475],[951362.440900002,6003981.5527,475],[951362.549400002,6003981.6001,475],[951365.717300002,6003982.9872,475],[951365.933899999,6003983.0821,475],[951369.1021,6003984.4692,475],[951369.2104,6003984.5168,475],[951369.251800001,6003984.422,475],[951369.793400001,6003984.6592,475],[951365.406800002,6003994.6778,475],[951365.339000002,6003994.6482,475],[951365.288600001,6003994.7633,475],[951365.153299998,6003994.704,475],[951363.949999999,6003997.4525,475],[951364.085200001,6003997.5118,475],[951364.0348,6003997.6268,475],[951364.102499999,6003997.6564,475],[951361.6424,6004003.275,475],[951361.049600001,6004004.6289,475],[951359.715700001,6004007.6752,475],[951359.648200002,6004007.6456,475],[951358.504000001,6004010.2585,475],[951358.089299999,6004011.2063,475],[951355.830600001,6004016.3645,475],[951356.385699999,6004016.6076,475],[951356.267000001,6004016.8784,475],[951357.539700001,6004017.4356,475],[951357.658399999,6004017.1648,475]]],""spatialReference"":{""wkid"":102100,""latestWkid"":3857}}"
23,ETH.LEE.O.O_200.0001,Treppe,LEE O 200.0001,0,LEE O 200.0001,ETH.LEE.O,,,,none,38.7982291585446,4.0,,JIN11846,1701125419000,JIN11846,1701125419000,2,3.8,,,1699701060000,11/11/2023 11:11:00 AM,1699701090000,11/11/2023 11:11:30 AM,1,3,10,0.0,"{""hasZ"":true,""rings"":[[[951360.2641,6003999.3481,479],[951361.354800001,6003996.8568,479],[951361.179099999,6003996.7797,479],[951359.825100001,6003996.187,479],[951359.703299999,6003996.1335,479],[951359.673599999,6003996.2012,479],[951356.478300001,6003994.8021,479],[951353.3248,6004002.0049,479],[951358.171500001,6004004.1271,479],[951360.2641,6003999.3481,479]],[[951356.244800001,6004000.8632,479],[951357.620099999,6003997.7222,479],[951358.405200001,6003998.066,479],[951358.232999999,6003998.459,479],[951357.030099999,6004001.207,479],[951356.244800001,6004000.8632,479]]],""spatialReference"":{""wkid"":102100,""latestWkid"":3857}}"
24,ETH.LEE.P.P_200.0001,Treppe,LEE P 200.0001,0,LEE P 200.0001,ETH.LEE.P,,,,none,38.7973688066898,2.5,,JIN11846,1701125419000,JIN11846,1701125419000,2,2.3,,,1699701060000,11/11/2023 11:11:00 AM,1699701090000,11/11/2023 11:11:30 AM,1,3,10,0.0,"{""hasZ"":true,""rings"":[[[951360.2641,6003999.3478,483],[951361.354800001,6003996.8568,483],[951361.179099999,6003996.7797,483],[951359.825100001,6003996.187,483],[951359.703299999,6003996.1335,483],[951359.673599999,6003996.2012,483],[951356.478300001,6003994.8021,483],[951353.3248,6004002.0049,483],[951358.171500001,6004004.1271,483],[951360.2641,6003999.3478,483]],[[951356.244800001,6004000.8632,483],[951357.620099999,6003997.7222,483],[951358.405200001,6003998.066,483],[951358.233100001,6003998.4591,483],[951357.030099999,6004001.207,483],[951356.244800001,6004000.8632,483]]],""spatialReference"":{""wkid"":102100,""latestWkid"":3857}}"
25,ETH.LEE.P.P_201,Buero,LEE P 201,5,LEE P 201,ETH.LEE.P,,,,none,59.6012841026641,2.5,,JIN11846,1701125419000,JIN11846,1701125419000,2,1.75,,,1699701060000,11/11/2023 11:11:00 AM,1699701090000,11/11/2023 11:11:30 AM,1,5,10,1.75,"{""hasZ"":true,""rings"":[[[951343.7674,6004011.0828,483],[951344.305599999,6004011.3183,483],[951346.6708,6004005.9163,483],[951347.204300001,6004004.6979,483],[951347.315400001,6004004.444,483],[951340.441199999,6004001.4341,483],[951340.205699999,6004001.9723,483],[951339.934700001,6004001.8537,483],[951338.820300002,6004004.399,483],[951339.091200002,6004004.5175,483],[951338.545600001,6004005.7632,483],[951338.274900001,6004005.6446,483],[951337.160500001,6004008.1899,483],[951337.431299999,6004008.3084,483],[951337.3127,6004008.5792,483],[951339.857999999,6004009.6937,483],[951339.976500001,6004009.4229,483],[951341.222199999,6004009.9682,483],[951341.103500001,6004010.239,483],[951343.648899999,6004011.3534,483],[951343.7674,6004011.0828,483]]],""spatialReference"":{""wkid"":102100,""latestWkid"":3857}}"
